game,noise_pair,noise_ratio,seed,method,method_p1,method_p2,final_reward_p1,final_reward_p2,mean_reward_p1,mean_reward_p2,final_distance_to_nash,avg_noise_norm_p1,avg_noise_norm_p2,weight_p1,weight_p2
rock_paper_scissors,"4,1",16.0,0,lola,lola,lola,-0.8232637826764498,0.8232637826764498,-0.2411982420860091,0.2411982420860091,1.4796669237482762,6.626897018620243,1.5848394485502573,1.0,1.0
rock_paper_scissors,"4,1",16.0,0,ew_lola,ew_lola,ew_lola,-0.08550652968682465,0.08550652968682465,-0.00033499845424243314,0.00033499845424243314,0.4564566560425646,5.361182516184202,1.7383305920350864,0.0625,1.0
rock_paper_scissors,"4,1",16.0,1,standard,standard,standard,0.8042391881519069,-0.8042391881519069,-0.302343328137232,0.302343328137232,1.5103819633725695,5.7665509005082045,1.5121318341537782,1.0,1.0
rock_paper_scissors,"4,1",16.0,1,ew,ew,ew,0.05128187362177493,-0.05128187362177493,0.03717136096985792,-0.03717136096985792,0.5835146594582133,6.400836593890595,1.4441668032704993,0.0625,1.0
rock_paper_scissors,"4,1",16.0,1,lola,lola,lola,-0.8115804091732549,0.8115804091732549,-0.55333025635079,0.55333025635079,1.5012827653217407,6.662578107278859,1.548978949642426,1.0,1.0
rock_paper_scissors,"4,1",16.0,1,ew_lola,ew_lola,ew_lola,0.08616589977950972,-0.08616589977950972,0.002188889934011003,-0.002188889934011003,0.7531140547470716,7.3196822737999865,1.5989426883801927,0.0625,1.0
rock_paper_scissors,"4,1",16.0,2,standard,standard,standard,0.39216600558632964,-0.39216600558632964,0.2557694645874774,-0.2557694645874774,1.1993210910171348,6.437993129940205,1.4194480783359498,1.0,1.0
rock_paper_scissors,"4,1",16.0,2,ew,ew,ew,0.012359939411914683,-0.012359939411914683,0.0046270378199963335,-0.0046270378199963335,0.28377652934252856,6.465990333849881,1.6786710064760186,0.0625,1.0
rock_paper_scissors,"4,1",16.0,2,lola,lola,lola,-0.5343852531605805,0.5343852531605805,-0.4171138170872119,0.4171138170872119,1.1937833484544955,6.302963716002339,1.7292499404729131,1.0,1.0
rock_paper_scissors,"4,1",16.0,2,ew_lola,ew_lola,ew_lola,0.05201726879654786,-0.05201726879654786,0.03336498825598501,-0.03336498825598501,0.6726415723843429,6.593966742259599,1.4526990295447255,0.0625,1.0
rock_paper_scissors,"4,1",16.0,3,standard,standard,standard,-0.11595361504000617,0.11595361504000617,-0.3264828397108839,0.3264828397108839,1.437225127455977,6.0335367224407195,1.6444430136092083,1.0,1.0
rock_paper_scissors,"4,1",16.0,3,ew,ew,ew,0.045258748964803586,-0.045258748964803586,0.002114768180002856,-0.002114768180002856,0.5694339631248837,5.510580867385344,1.5237835066616652,0.0625,1.0
rock_paper_scissors,"4,1",16.0,3,lola,lola,lola,-0.49495945825899745,0.49495945825899745,-0.5823550894852814,0.5823550894852814,1.1793123049413188,6.361301645938653,1.6099196032352971,1.0,1.0
rock_paper_scissors,"4,1",16.0,3,ew_lola,ew_lola,ew_lola,-0.030788955193240902,0.030788955193240902,-0.010941475954956151,0.010941475954956151,0.6622814837397379,5.997735517862314,1.434100133138809,0.0625,1.0
rock_paper_scissors,"4,1",16.0,4,standard,standard,standard,-0.35247720415276734,0.35247720415276734,-0.131283372891442,0.131283372891442,1.042795751229065,6.670559725574097,1.4247213518935022,1.0,1.0
rock_paper_scissors,"4,1",16.0,4,ew,ew,ew,0.09068374371434479,-0.09068374371434479,0.055352571108735774,-0.055352571108735774,0.6435417526868044,6.454250618625339,1.5210305272634417,0.0625,1.0
rock_paper_scissors,"4,1",16.0,4,lola,lola,lola,0.5092794394729119,-0.5092794394729119,-0.09899273686003143,0.09899273686003143,1.2777987019731667,6.266680862074191,1.4059919260787168,1.0,1.0
rock_paper_scissors,"4,1",16.0,4,ew_lola,ew_lola,ew_lola,0.14607846180779652,-0.14607846180779652,0.015803892059527192,-0.015803892059527192,0.5978224720522436,6.4413211108274755,1.4477145878937514,0.0625,1.0
rock_paper_scissors,"4,1",16.0,5,standard,standard,standard,-0.6960166347392541,0.6960166347392541,0.05656590600427822,-0.05656590600427822,1.409948067961483,6.562166814290785,1.763835752951623,1.0,1.0
rock_paper_scissors,"4,1",16.0,5,ew,ew,ew,-0.17867144566309154,0.17867144566309154,-0.02342765511349085,0.02342765511349085,0.7952713378642832,6.916242703983708,1.419964502411188,0.0625,1.0
rock_paper_scissors,"4,1",16.0,5,lola,lola,lola,0.5638913695274755,-0.5638913695274755,-0.06252128411065981,0.06252128411065981,1.2968462055411902,6.771032366443738,1.4698362590837544,1.0,1.0
rock_paper_scissors,"4,1",16.0,5,ew_lola,ew_lola,ew_lola,0.07473668913587167,-0.07473668913587167,0.033964119027860465,-0.033964119027860465,0.7842608660760054,6.226364376332787,1.679546204674304,0.0625,1.0
rock_paper_scissors,"4,1",16.0,6,standard,standard,standard,-0.49781864982407625,0.49781864982407625,0.0742716492784767,-0.0742716492784767,1.238506984317506,5.930242293363302,1.7026766834435871,1.0,1.0
rock_paper_scissors,"4,1",16.0,6,ew,ew,ew,-0.04028813132584022,0.04028813132584022,-0.04326409551239206,0.04326409551239206,0.6840948342134561,6.2725119185242475,1.6438413844525677,0.0625,1.0
rock_paper_scissors,"4,1",16.0,6,lola,lola,lola,-0.024352422738066048,0.024352422738066048,-0.03885270278083954,0.03885270278083954,1.5956679441807746,6.521289324750946,1.6604638701470655,1.0,1.0
rock_paper_scissors,"4,1",16.0,6,ew_lola,ew_lola,ew_lola,0.007923630307047666,-0.007923630307047666,-0.008164937640934362,0.008164937640934362,0.46960477204772844,6.48037754767311,1.6336031171675542,0.0625,1.0
rock_paper_scissors,"4,1",16.0,7,standard,standard,standard,0.3314957923382859,-0.3314957923382859,-0.49735517172199534,0.49735517172199534,1.2589131669676625,6.768162337735586,1.4708528626805117,1.0,1.0
rock_paper_scissors,"4,1",16.0,7,ew,ew,ew,-0.1511919939958337,0.1511919939958337,-0.07890942410814265,0.07890942410814265,0.8945095544104091,7.139680144175533,1.6163936525988476,0.0625,1.0
rock_paper_scissors,"4,1",16.0,7,lola,lola,lola,0.19763519388839307,-0.19763519388839307,-0.0450303525570669,0.0450303525570669,0.6841117787879122,5.989845955522828,1.4863848673951334,1.0,1.0
rock_paper_scissors,"4,1",16.0,7,ew_lola,ew_lola,ew_lola,0.03569751516723313,-0.03569751516723313,0.007152098741060544,-0.007152098741060544,0.42269942475754296,6.274739808742066,1.638607037809744,0.0625,1.0
rock_paper_scissors,"16,1",256.0,0,standard,standard,standard,0.02712355698246638,-0.02712355698246638,-0.026784790284754157,0.026784790284754157,1.134367103779828,25.859386601113975,1.5599020221391473,1.0,1.0
rock_paper_scissors,"16,1",256.0,0,ew,ew,ew,0.012083585999128732,-0.012083585999128732,-0.004656728110079932,0.004656728110079932,0.2850803999551473,23.086102626404283,1.6328226834528263,0.00390625,1.0
rock_paper_scissors,"16,1",256.0,0,lola,lola,lola,-0.8296870903412435,0.8296870903412435,-0.26312740397496215,0.26312740397496215,1.4844996654949927,26.50758807448097,1.5848394485502573,1.0,1.0
rock_paper_scissors,"16,1",256.0,0,ew_lola,ew_lola,ew_lola,-0.007927044815928333,0.007927044815928333,0.00027265021012180324,-0.00027265021012180324,0.1999116430198926,21.44473006473681,1.7383305920350864,0.00390625,1.0
rock_paper_scissors,"16,1",256.0,1,standard,standard,standard,0.8282951117660879,-0.8282951117660879,-0.3686702835440193,0.3686702835440193,1.5260404458076087,23.066203602032818,1.5121318341537782,1.0,1.0
rock_paper_scissors,"16,1",256.0,1,ew,ew,ew,0.024773724950979945,-0.024773724950979945,0.013919428467291195,-0.013919428467291195,0.4979007544485853,25.60334637556238,1.4441668032704993,0.00390625,1.0
rock_paper_scissors,"16,1",256.0,1,lola,lola,lola,-0.8168234024694196,0.8168234024694196,-0.5918686805658264,0.5918686805658264,1.5051321964293312,26.650312429115434,1.548978949642426,1.0,1.0
rock_paper_scissors,"16,1",256.0,1,ew_lola,ew_lola,ew_lola,0.01870593881163385,-0.01870593881163385,0.003971090517094404,-0.003971090517094404,0.5868513399872028,29.278729095199946,1.5989426883801927,0.00390625,1.0
rock_paper_scissors,"16,1",256.0,2,standard,standard,standard,0.5496489911660721,-0.5496489911660721,0.27504650049885443,-0.27504650049885443,1.2124164817297816,25.75197251976082,1.4194480783359498,1.0,1.0
rock_paper_scissors,"16,1",256.0,2,ew,ew,ew,0.01016482122198012,-0.01016482122198012,0.005403314231853626,-0.005403314231853626,0.18774461931479172,25.863961335399523,1.6786710064760186,0.00390625,1.0
rock_paper_scissors,"16,1",256.0,2,lola,lola,lola,-0.5442870543759168,0.5442870543759168,-0.42422818592226197,0.42422818592226197,1.206544094729582,25.211854864009357,1.7292499404729131,1.0,1.0
rock_paper_scissors,"16,1",256.0,2,ew_lola,ew_lola,ew_lola,0.024333887952701694,-0.024333887952701694,0.01399895869302718,-0.01399895869302718,0.6934513080327714,26.375866969038395,1.4526990295447255,0.00390625,1.0
rock_paper_scissors,"16,1",256.0,3,standard,standard,standard,-0.27906914264497396,0.27906914264497396,-0.5368916438348424,0.5368916438348424,1.2788937613726525,24.134146889762878,1.6444430136092083,1.0,1.0
rock_paper_scissors,"16,1",256.0,3,ew,ew,ew,-0.019937389358703123,0.019937389358703123,-0.01835034125968707,0.01835034125968707,0.6429545277724139,22.042323469541376,1.5237835066616652,0.00390625,1.0
rock_paper_scissors,"16,1",256.0,3,lola,lola,lola,-0.9775904962788309,0.9775904962788309,-0.6765715656191428,0.6765715656191428,1.60915882011786,25.44520658375461,1.6099196032352971,1.0,1.0
rock_paper_scissors,"16,1",256.0,3,ew_lola,ew_lola,ew_lola,0.055268517142305684,-0.055268517142305684,-0.007334498732437645,0.007334498732437645,0.540869295659836,23.990942071449258,1.434100133138809,0.00390625,1.0
rock_paper_scissors,"16,1",256.0,4,standard,standard,standard,-0.3807973689597749,0.3807973689597749,-0.1368586171298301,0.1368586171298301,1.0869526368989044,26.682238902296387,1.4247213518935022,1.0,1.0
rock_paper_scissors,"16,1",256.0,4,ew,ew,ew,0.015050315087494687,-0.015050315087494687,0.00018736226619936734,-0.00018736226619936734,0.6371018974047609,25.817002474501358,1.5210305272634417,0.00390625,1.0
rock_paper_scissors,"16,1",256.0,4,lola,lola,lola,0.6349217284906841,-0.6349217284906841,-0.1549224529132869,0.1549224529132869,1.3605212194278333,25.066723448296763,1.4059919260787168,1.0,1.0
rock_paper_scissors,"16,1",256.0,4,ew_lola,ew_lola,ew_lola,0.05734499025788199,-0.05734499025788199,0.02169299665392786,-0.02169299665392786,0.5033208509845465,25.765284443309902,1.4477145878937514,0.00390625,1.0
rock_paper_scissors,"16,1",256.0,5,standard,standard,standard,-0.6549739273550976,0.6549739273550976,0.09693012935112862,-0.09693012935112862,1.3732357447664463,26.24866725716314,1.763835752951623,1.0,1.0
rock_paper_scissors,"16,1",256.0,5,ew,ew,ew,-0.06950676407385631,0.06950676407385631,-0.012563070475180316,0.012563070475180316,0.6873848007915164,27.664970815934833,1.419964502411188,0.00390625,1.0
rock_paper_scissors,"16,1",256.0,5,lola,lola,lola,0.7309085987674501,-0.7309085987674501,-0.06966989804891097,0.06966989804891097,1.4214557710264497,27.084129465774954,1.4698362590837544,1.0,1.0
rock_paper_scissors,"16,1",256.0,5,ew_lola,ew_lola,ew_lola,0.01936886355881373,-0.01936886355881373,0.016238727754264926,-0.016238727754264926,0.7397636627299523,24.90545750533115,1.679546204674304,0.00390625,1.0
rock_paper_scissors,"16,1",256.0,6,standard,standard,standard,-0.4934922923060651,0.4934922923060651,0.09804750567499021,-0.09804750567499021,1.2441814989600422,23.72096917345321,1.7026766834435871,1.0,1.0
rock_paper_scissors,"16,1",256.0,6,ew,ew,ew,-0.07710157347461655,0.07710157347461655,-0.04122296357170223,0.04122296357170223,0.7083107189894162,25.09004767409699,1.6438413844525677,0.00390625,1.0
rock_paper_scissors,"16,1",256.0,6,lola,lola,lola,-0.024891114372240158,0.024891114372240158,-0.0644925168592079,0.0644925168592079,1.5952101280987723,26.085157299003782,1.6604638701470655,1.0,1.0
rock_paper_scissors,"16,1",256.0,6,ew_lola,ew_lola,ew_lola,-0.01833379879072672,0.01833379879072672,-0.014457181213700163,0.014457181213700163,0.4421652270712933,25.92151019069244,1.6336031171675542,0.00390625,1.0
rock_paper_scissors,"16,1",256.0,7,standard,standard,standard,-0.8882133635585173,0.8882133635585173,-0.6775921293836723,0.6775921293836723,1.5556412061888278,27.072649350942346,1.4708528626805117,1.0,1.0
rock_paper_scissors,"16,1",256.0,7,ew,ew,ew,-0.05839373520248453,0.05839373520248453,-0.027837368639625003,0.027837368639625003,0.7876964971715558,28.558720576702132,1.6163936525988476,0.00390625,1.0
rock_paper_scissors,"16,1",256.0,7,lola,lola,lola,0.16968044769709656,-0.16968044769709656,-0.06900197700023139,0.06900197700023139,0.6552979806386063,23.95938382209131,1.4863848673951334,1.0,1.0
rock_paper_scissors,"16,1",256.0,7,ew_lola,ew_lola,ew_lola,0.014478620988337576,-0.014478620988337576,0.003518747422526092,-0.003518747422526092,0.40642235340422384,25.098959234968262,1.638607037809744,0.00390625,1.0
