game,noise_pair,noise_ratio,seed,step,method,method_p1,method_p2,reward_p1,reward_p2,lambda_step,distance_to_nash,avg_grad_norm_p1,avg_grad_norm_p2,avg_noise_norm_p1,avg_noise_norm_p2
matching_pennies,"1,1",1.0,0,2,ew,ew,ew,0.0007410172323025765,-0.0007410172323025765,0.18589446419403266,0.077603097638017,0.016755607932694917,0.03562436720773287,0.9281487537546385,0.6814190192259383
matching_pennies,"1,1",1.0,0,3,ew,ew,ew,0.020339003874571715,-0.020339003874571715,0.16817928305074292,0.22386796242939988,0.013831032063660187,0.04484034737685383,1.0361494638856161,0.7409657460713677
matching_pennies,"1,1",1.0,0,4,ew,ew,ew,0.05471003236822186,-0.05471003236822186,0.1539600717839002,0.35500620933441285,0.02308331769962651,0.06771672803334519,0.9589292454190452,0.7616462205567999
matching_pennies,"1,1",1.0,0,5,ew,ew,ew,-0.054652469670744275,0.054652469670744275,0.14226235280311383,0.5088953529105845,0.035874071933592676,0.0957232674931494,1.1773779621657388,0.868622885584102
matching_pennies,"1,1",1.0,0,6,ew,ew,ew,-0.008008026679772628,0.008008026679772628,0.13244802086093616,0.4662213889889721,0.03596834771759704,0.14555550960737276,1.0765356756137636,0.9140951329476378
matching_pennies,"1,1",1.0,0,7,ew,ew,ew,-0.21488602216873592,0.21488602216873592,0.12408064788027995,0.6556304477903041,0.03210844361209981,0.18453591595827962,1.2129463527439537,1.1500481049839923
matching_pennies,"1,1",1.0,0,8,ew,ew,ew,-0.40242445628811996,0.40242445628811996,0.11685101059175028,0.8975460832754825,0.0565369562116032,0.19322965548402107,1.2986698792716236,1.1675088947005847
matching_pennies,"1,1",1.0,0,9,ew,ew,ew,-0.4346381260571615,0.4346381260571615,0.1105335097295811,0.9340491036144534,0.07579326046842833,0.20263184893875624,1.1843242866401498,1.131279976733277
matching_pennies,"1,1",1.0,0,10,ew,ew,ew,-0.5749715350050301,0.5749715350050301,0.1049594491341563,1.0743607800633699,0.09657881081084159,0.20454181153226483,1.196652898069451,1.1793777851697815
matching_pennies,"1,1",1.0,0,11,ew,ew,ew,-0.48581877746901325,0.48581877746901325,0.1,0.9872660119202981,0.1118642399122692,0.20221582335744914,1.191962689035717,1.1794832834181788
matching_pennies,"1,1",1.0,0,12,ew,ew,ew,-0.48846088840057433,0.48846088840057433,0.09555497340559674,0.9919660756766024,0.12594313368825044,0.20302566664990096,1.1309744616307973,1.1279866722037213
matching_pennies,"1,1",1.0,0,13,ew,ew,ew,-0.5610151104512352,0.5610151104512352,0.09154520639587191,1.063576980632222,0.13954104068632048,0.2021749485753581,1.1130914967548222,1.1419870170768314
matching_pennies,"1,1",1.0,0,14,ew,ew,ew,-0.629725003764215,0.629725003764215,0.08790726862862501,1.123192075914921,0.15078306313867176,0.19927814174600955,1.1210182096750638,1.1037188349404337
matching_pennies,"1,1",1.0,0,15,ew,ew,ew,-0.559265222036258,0.559265222036258,0.08458970107524513,1.0796870905189495,0.15669532766383099,0.19748017328936301,1.1749481453174346,1.1665332268957223
matching_pennies,"1,1",1.0,0,16,ew,ew,ew,-0.5057163763535493,0.5057163763535493,0.08155029115916466,1.040175967141136,0.17143655565945765,0.18989660113384202,1.1831019659686781,1.1220181339406852
matching_pennies,"1,1",1.0,0,17,ew,ew,ew,-0.34252927307338404,0.34252927307338404,0.07875406438792705,0.9229458857028038,0.1873020711922239,0.18252046279617443,1.1661053345491705,1.108187610239366
matching_pennies,"1,1",1.0,0,18,ew,ew,ew,-0.2592729794239582,0.2592729794239582,0.07617178097721192,0.8588387867544816,0.20784054076061653,0.17445501260401688,1.1334308796694395,1.0689969883423003
matching_pennies,"1,1",1.0,0,19,ew,ew,ew,0.05065276289011421,-0.05065276289011421,0.07377879464668811,0.7143205858181251,0.22808728193689873,0.1669017485248132,1.200423036452086,1.083070425645419
matching_pennies,"1,1",1.0,0,20,ew,ew,ew,0.03391017767966917,-0.03391017767966917,0.07155417527999328,0.7095955478114715,0.2493693389673718,0.15910298880585308,1.1926996836067,1.0792822607673243
matching_pennies,"1,1",1.0,0,21,ew,ew,ew,0.01810484117095393,-0.01810484117095393,0.06948002659548387,0.6895530939108172,0.2691251956380805,0.15194080069719634,1.1738735787311996,1.1413644182516887
matching_pennies,"1,1",1.0,0,22,ew,ew,ew,0.5027848199279822,-0.5027848199279822,0.06754094983569713,1.0523044556422234,0.28681204909203184,0.14538450584198137,1.230080024901755,1.145754425700235
matching_pennies,"1,1",1.0,0,23,ew,ew,ew,0.6036308642408237,-0.6036308642408237,0.06572361810832018,1.125334922647548,0.295749945940804,0.14023932542744103,1.2254484013927185,1.1080085370929114
matching_pennies,"1,1",1.0,0,24,ew,ew,ew,0.5767806213753318,-0.5767806213753318,0.06401643550637473,1.0982230451053783,0.30063903829440775,0.13575258345227836,1.2235782557511354,1.1551614067049578
matching_pennies,"1,1",1.0,0,25,ew,ew,ew,0.31515605537441166,-0.31515605537441166,0.06240926184855243,0.8916852067107701,0.3049642157444695,0.1325196234295664,1.271653834561499,1.1661151044042148
matching_pennies,"1,1",1.0,0,26,ew,ew,ew,0.47218570652585856,-0.47218570652585856,0.06089318869085335,1.017274385830373,0.31486451713102104,0.12903344703909866,1.2455146953192797,1.1480194730253352
matching_pennies,"1,1",1.0,0,27,ew,ew,ew,0.2498621953433319,-0.2498621953433319,0.05946035575013606,0.8179249804492984,0.3211149537843075,0.12610565313673414,1.2746536229221737,1.1749991632336767
matching_pennies,"1,1",1.0,0,28,ew,ew,ew,0.09883088537146531,-0.09883088537146531,0.058103799440689226,0.6807998485834843,0.3294866907393091,0.12346963487092323,1.291880102338526,1.165410221753376
matching_pennies,"1,1",1.0,0,29,ew,ew,ew,0.451523359727735,-0.451523359727735,0.05681732712391572,0.987769593203353,0.33817138784949324,0.12013692011835737,1.3148206478156252,1.165751451944934
matching_pennies,"1,1",1.0,0,30,ew,ew,ew,0.5244110075783333,-0.5244110075783333,0.05559541209366371,1.0519297836484782,0.3423107925738557,0.1186897811963744,1.2941209272458827,1.1548405564238398
matching_pennies,"1,1",1.0,0,31,ew,ew,ew,0.5304427652164438,-0.5304427652164438,0.05443310539518174,1.0522154221740712,0.34515375206801757,0.11707449833389287,1.2793071338312578,1.1344054680694564
matching_pennies,"1,1",1.0,0,32,ew,ew,ew,0.5900615633427613,-0.5900615633427613,0.05332596139588455,1.0953149105400721,0.3471685922829103,0.11602472217198045,1.2750913929892858,1.132699082186119
matching_pennies,"1,1",1.0,0,33,ew,ew,ew,0.5896672107215088,-0.5896672107215088,0.05226997465680818,1.0922606851020977,0.3468338211140831,0.11594238651269291,1.2540642835140547,1.1086050579957802
matching_pennies,"1,1",1.0,0,34,ew,ew,ew,0.5999817847612179,-0.5999817847612179,0.05126152614234633,1.104885226405592,0.34598498683296364,0.11637448268391147,1.260233377028107,1.1018621195301876
matching_pennies,"1,1",1.0,0,35,ew,ew,ew,0.6817960454182319,-0.6817960454182319,0.05029733718731742,1.1787285858170753,0.3457183219202165,0.11607489056942567,1.2559609731540593,1.1439559217456703
matching_pennies,"1,1",1.0,0,36,ew,ew,ew,0.5950609250608361,-0.5950609250608361,0.04937442994019986,1.1121530498128565,0.345094307724529,0.11435519895750261,1.2708862488773633,1.1311256511897767
matching_pennies,"1,1",1.0,0,37,ew,ew,ew,0.5151872522472893,-0.5151872522472893,0.04849009323851106,1.046973966208369,0.3464770969509998,0.11273306027419204,1.270525171881841,1.1467924846818456
matching_pennies,"1,1",1.0,0,38,ew,ew,ew,0.7186195428944729,-0.7186195428944729,0.04764185306104214,1.2031505771599398,0.349082756229309,0.11136781556541339,1.286399980991595,1.1339733000837622
matching_pennies,"1,1",1.0,0,39,ew,ew,ew,0.8097348300321596,-0.8097348300321596,0.04682744685275263,1.2732882257001523,0.346771144011345,0.11063173997971684,1.290197275504466,1.1248658650431491
matching_pennies,"1,1",1.0,0,0,lola,lola,lola,0.008802935616371216,-0.008802935616371216,0.2392558049953953,0.19208976007594955,0.018925911530318525,0.009108809624713441,0.49934757384564415,1.4586164278847054
matching_pennies,"1,1",1.0,0,1,lola,lola,lola,-0.0003570478208556882,0.0003570478208556882,0.20867794400977166,0.08427402811271685,0.09209278967515733,0.017123973967815013,0.4501434121433885,1.2086919446101971
matching_pennies,"1,1",1.0,0,2,lola,lola,lola,-0.013654141279839216,0.013654141279839216,0.18589446419403266,0.31975099741023755,0.08876144997880697,0.012131038511058756,0.4749728976531533,1.4421450617485547
matching_pennies,"1,1",1.0,0,3,lola,lola,lola,-0.0022636869394348502,0.0022636869394348502,0.16817928305074292,0.2823580853487391,0.1406786612777417,0.013836973055507643,0.41258659386828267,1.2079380114234106
matching_pennies,"1,1",1.0,0,4,lola,lola,lola,0.1392357310968037,-0.1392357310968037,0.1539600717839002,0.5434225983736298,0.16819928018289523,0.01175701024471426,0.9255334605047235,1.3724898202373463
matching_pennies,"1,1",1.0,0,5,lola,lola,lola,0.10583833760872635,-0.10583833760872635,0.14226235280311383,0.4777440609897554,0.16682739299611174,0.06109597492051259,0.8790528995790936,1.2654794897496118
matching_pennies,"1,1",1.0,0,6,lola,lola,lola,0.20904161934639048,-0.20904161934639048,0.13244802086093616,0.6692428911520978,0.1633422817679726,0.09304637980709665,0.9514162752769738,1.450606547740684
matching_pennies,"1,1",1.0,0,7,lola,lola,lola,0.1029994601371079,-0.1029994601371079,0.12408064788027995,0.5655925422137191,0.16296327745512718,0.12754471058098787,0.9263887334312422,1.3760396797049101
matching_pennies,"1,1",1.0,0,8,lola,lola,lola,0.11697526649264714,-0.11697526649264714,0.11685101059175028,0.5329691634433349,0.15236131561517904,0.1622387643483525,0.9682921386719846,1.3345501884633275
matching_pennies,"1,1",1.0,0,9,lola,lola,lola,0.014068673224895897,-0.014068673224895897,0.1105335097295811,0.3717809062049683,0.14815508853283393,0.182047478759032,1.1756558290685066,1.2950312724490283
matching_pennies,"1,1",1.0,0,10,lola,lola,lola,0.018832942981418604,-0.018832942981418604,0.1049594491341563,0.3484314662334339,0.13605435253549805,0.1974525669870549,1.1006676582411925,1.3635875005888025
matching_pennies,"1,1",1.0,0,11,lola,lola,lola,0.002749331481245121,-0.002749331481245121,0.1,0.46194083650654594,0.12667663329890796,0.2075271659321818,1.1506191487063309,1.2714309174906595
matching_pennies,"1,1",1.0,0,12,lola,lola,lola,-0.23925695061728414,0.23925695061728414,0.09555497340559674,0.7393789580825642,0.11706562121316556,0.22686640943399158,1.278198129725084,1.2961976453589987
matching_pennies,"1,1",1.0,0,13,lola,lola,lola,-0.3488464940540036,0.3488464940540036,0.09154520639587191,0.842098060793137,0.11723669607067953,0.242305718318026,1.238734456302685,1.279945269789391
matching_pennies,"1,1",1.0,0,14,lola,lola,lola,-0.3898994966375178,0.3898994966375178,0.08790726862862501,0.8832376984125568,0.12289056664408769,0.24923802709470952,1.1857949445740676,1.3543102225555281
matching_pennies,"1,1",1.0,0,15,lola,lola,lola,-0.2874494514848567,0.2874494514848567,0.08458970107524513,0.7773723121256251,0.13128485713772153,0.25126468477149433,1.1914916846508414,1.3852706521240234
matching_pennies,"1,1",1.0,0,16,lola,lola,lola,-0.40952272567719195,0.40952272567719195,0.08155029115916466,0.906726380260574,0.1333602303619186,0.25926975421787324,1.1544807965328021,1.4090837612612543
matching_pennies,"1,1",1.0,0,17,lola,lola,lola,-0.6253624803995067,0.6253624803995067,0.07875406438792705,1.1196354223218554,0.14300611442367633,0.2575556111055076,1.19750375807967,1.4336402614749801
matching_pennies,"1,1",1.0,0,18,lola,lola,lola,-0.4716809790100142,0.4716809790100142,0.07617178097721192,0.9823859044991852,0.1488046774428393,0.2527515592570181,1.216286369017636,1.3939872280262955
matching_pennies,"1,1",1.0,0,19,lola,lola,lola,-0.36221275149610077,0.36221275149610077,0.07377879464668811,0.8659019605458874,0.1597620866235416,0.24766699621266178,1.225240675681382,1.382196945107175
matching_pennies,"1,1",1.0,0,20,lola,lola,lola,-0.36196490804342285,0.36196490804342285,0.07155417527999328,0.8647494667594415,0.17046851600475876,0.24385733569112683,1.1898343502523947,1.3274493570355421
matching_pennies,"1,1",1.0,0,21,lola,lola,lola,-0.3055411953043732,0.3055411953043732,0.06948002659548387,0.8203661900418353,0.1800410139655037,0.2405309583599114,1.2096289395504367,1.2800572833264967
matching_pennies,"1,1",1.0,0,22,lola,lola,lola,-0.11180970135618451,0.11180970135618451,0.06754094983569713,0.6117588336030924,0.19166039144999295,0.23539586571484625,1.2286524682494695,1.2713356508470726
matching_pennies,"1,1",1.0,0,23,lola,lola,lola,-0.22075791595057792,0.22075791595057792,0.06572361810832018,0.7942854740045517,0.20398418473546653,0.2279179892459903,1.2473273127030775,1.3315808047699345
matching_pennies,"1,1",1.0,0,24,lola,lola,lola,-0.17384451273626872,0.17384451273626872,0.06401643550637473,0.7390008155941119,0.21882839346796967,0.22055532026432398,1.2273678469684288,1.3237180574304086
matching_pennies,"1,1",1.0,0,25,lola,lola,lola,-0.1764820320643442,0.1764820320643442,0.06240926184855243,0.7635754574765511,0.23220861811263752,0.21375762888095268,1.2098671898919877,1.3095815141752376
matching_pennies,"1,1",1.0,0,26,lola,lola,lola,-0.23001304725086025,0.23001304725086025,0.06089318869085335,0.810704100080899,0.24570350956832213,0.20703502859979628,1.202277795203413,1.2803996179590644
matching_pennies,"1,1",1.0,0,27,lola,lola,lola,-0.2812622798960431,0.2812622798960431,0.05946035575013606,0.8362141908645123,0.25782957793671046,0.20103371169892997,1.2201931008812221,1.274149800156324
matching_pennies,"1,1",1.0,0,28,lola,lola,lola,-0.38300856799915545,0.38300856799915545,0.058103799440689226,0.9235154533101417,0.26746977556697843,0.19629542410953793,1.2240128596381763,1.260276176266361
matching_pennies,"1,1",1.0,0,29,lola,lola,lola,-0.2684335492645789,0.2684335492645789,0.05681732712391572,0.8200928125411777,0.2748442875705253,0.19245544284779834,1.2008944865854698,1.2561140287461128
matching_pennies,"1,1",1.0,0,30,lola,lola,lola,-0.2173886541071769,0.2173886541071769,0.05559541209366371,0.7780486674341478,0.28319101603062946,0.1883878323709091,1.2089856265390035,1.2415431471824412
matching_pennies,"1,1",1.0,0,31,lola,lola,lola,-0.31540889542759026,0.31540889542759026,0.05443310539518174,0.8461157563919546,0.29171178127490627,0.18415865669133377,1.2155618434171596,1.2424768089103162
matching_pennies,"1,1",1.0,0,32,lola,lola,lola,-0.3813904362679992,0.3813904362679992,0.05332596139588455,0.9294546000159698,0.2974623303546642,0.18154061919217876,1.2036306487794108,1.25279089172023
matching_pennies,"1,1",1.0,0,33,lola,lola,lola,-0.17128528801258475,0.17128528801258475,0.05226997465680818,0.7523602626701325,0.30362829639904215,0.17819719888216953,1.2480033751797395,1.2429994902686305
matching_pennies,"1,1",1.0,0,34,lola,lola,lola,-0.5129020792386285,0.5129020792386285,0.05126152614234633,1.0438896842217136,0.3117702859629352,0.17410282425289988,1.3253105041140498,1.248788137677694
matching_pennies,"1,1",1.0,0,35,lola,lola,lola,-0.4802440045587867,0.4802440045587867,0.05029733718731742,1.01893670330263,0.31548387818085755,0.17101710382748406,1.3055234285155952,1.2273332883912174
matching_pennies,"1,1",1.0,0,36,lola,lola,lola,-0.37536457578939314,0.37536457578939314,0.04937442994019986,0.9378718760538136,0.3196914642976183,0.16797431442737354,1.3541070604327086,1.2417265115966512
matching_pennies,"1,1",1.0,0,37,lola,lola,lola,-0.24983277495880418,0.24983277495880418,0.04849009323851106,0.802594781730137,0.32548341834833283,0.1647655766467636,1.3426507336182183,1.2642070390099243
matching_pennies,"1,1",1.0,0,38,lola,lola,lola,-0.21208526218121027,0.21208526218121027,0.04764185306104214,0.7725406574515179,0.33094755372650786,0.16216891062701505,1.3332538589792908,1.2490732777053155
matching_pennies,"1,1",1.0,0,39,lola,lola,lola,-0.28711580713230306,0.28711580713230306,0.04682744685275263,0.8439964967131193,0.3365779860239586,0.15942797095186637,1.330198490605759,1.254904137277126
matching_pennies,"1,1",1.0,0,0,ew_lola,ew_lola,ew_lola,-0.009845555065786993,0.009845555065786993,0.2392558049953953,0.1742790140121106,0.018925911530318525,0.009108809624713441,1.1575418750692432,1.0169434792047967
matching_pennies,"1,1",1.0,0,1,ew_lola,ew_lola,ew_lola,0.024100667041738078,-0.024100667041738078,0.20867794400977166,0.21994626561597402,0.07869665383696442,0.021602276862072868,1.0721180829903536,0.6231158422290115
matching_pennies,"1,1",1.0,0,2,ew_lola,ew_lola,ew_lola,0.019561152416528838,-0.019561152416528838,0.18589446419403266,0.20361794706271086,0.09049676687610268,0.047917658168444545,0.8217732933064466,0.48004764702890457
matching_pennies,"1,1",1.0,0,3,ew_lola,ew_lola,ew_lola,0.015671115235851685,-0.015671115235851685,0.16817928305074292,0.21035973428841376,0.09898923367738603,0.054730321408304916,0.9007528398112097,0.9549426244407132
matching_pennies,"1,1",1.0,0,4,ew_lola,ew_lola,ew_lola,0.04456672175895027,-0.04456672175895027,0.1539600717839002,0.34435668592968094,0.11143752728387493,0.05295074928211542,0.8124432508129328,0.9457780354820613
matching_pennies,"1,1",1.0,0,5,ew_lola,ew_lola,ew_lola,0.05132744926317245,-0.05132744926317245,0.14226235280311383,0.3204830061267866,0.13521978303949223,0.05660542027924376,0.8351780490746056,0.964595175679836
matching_pennies,"1,1",1.0,0,6,ew_lola,ew_lola,ew_lola,0.1341918788364414,-0.1341918788364414,0.13244802086093616,0.5188475282526495,0.13706517409458344,0.07078977598937555,0.804894917983957,1.1381784785631754
matching_pennies,"1,1",1.0,0,7,ew_lola,ew_lola,ew_lola,0.14679725653152526,-0.14679725653152526,0.12408064788027995,0.5424067800844571,0.15003708384787337,0.0879887978983177,0.7369185450108108,1.0192499994129665
matching_pennies,"1,1",1.0,0,8,ew_lola,ew_lola,ew_lola,0.1386144221194443,-0.1386144221194443,0.11685101059175028,0.5289238625365557,0.15750213990081385,0.10549674972110273,0.7543810116090014,1.1511899102936591
matching_pennies,"1,1",1.0,0,9,ew_lola,ew_lola,ew_lola,0.1416376009305212,-0.1416376009305212,0.1105335097295811,0.5496679650858175,0.1673967695117543,0.11486296982438082,0.7642065995784423,1.0943104546527036
matching_pennies,"1,1",1.0,0,10,ew_lola,ew_lola,ew_lola,0.1148340797155471,-0.1148340797155471,0.1049594491341563,0.4792853235799799,0.16649854660083155,0.13299342670190187,0.8052831962716208,1.0618362790768279
matching_pennies,"1,1",1.0,0,11,ew_lola,ew_lola,ew_lola,0.17058128895648683,-0.17058128895648683,0.1,0.6032594223177827,0.17061657215927847,0.13927165622600424,0.8181762012228928,1.12290248623025
matching_pennies,"1,1",1.0,0,12,ew_lola,ew_lola,ew_lola,0.17709884592015313,-0.17709884592015313,0.09555497340559674,0.5989554730778953,0.18352879445387277,0.14101069730702104,0.8845398346121083,1.0654587983390733
matching_pennies,"1,1",1.0,0,13,ew_lola,ew_lola,ew_lola,0.22453299137258687,-0.22453299137258687,0.09154520639587191,0.6847129842117505,0.1908581848124551,0.14570571109717195,0.9026916898959925,1.0878893543530572
