method,lambda_lola,x,y,converged,final_distance_to_nash,final_reward_p1,final_reward_p2
standard,0.0,-0.3999999999999999,0.19999999999999996,0.0,0.8718887132280171,-0.3648909245162679,0.3648909245162679
standard,0.0,-0.3999999999999999,0.3999999999999999,0.0,0.9048983408794748,-0.3885236777144061,0.3885236777144061
standard,0.0,-0.3999999999999999,0.6000000000000001,0.0,1.0364818624240109,0.5345870533814876,-0.5345870533814876
standard,0.0,-0.3999999999999999,0.8000000000000003,0.0,0.8864406674665426,-0.3372367666657999,0.3372367666657999
standard,0.0,-0.3999999999999999,1.0,0.0,0.872566901405936,-0.3073093678276881,0.3073093678276881
standard,0.0,-0.3999999999999999,1.2000000000000002,0.0,1.171299030036148,0.6836528482756148,-0.6836528482756148
standard,0.0,-0.3999999999999999,1.4,0.0,1.2130169450223458,-0.7340548310798504,0.7340548310798504
standard,0.0,-0.3999999999999999,1.6,0.0,0.9295931853650423,0.35080346398839324,-0.35080346398839324
standard,0.0,-0.19999999999999996,-1.6,0.0,1.0308440451987626,-0.48661762065811487,0.48661762065811487
standard,0.0,-0.19999999999999996,-1.4000000000000001,0.0,1.0256807167304194,-0.48728839827715853,0.48728839827715853
standard,0.0,-0.19999999999999996,-1.2000000000000002,0.0,1.143826929944981,0.6486226894880238,-0.6486226894880238
standard,0.0,-0.19999999999999996,-1.0,0.0,1.1350369823543813,-0.6434168953731868,0.6434168953731868
standard,0.0,-0.19999999999999996,-0.8,0.0,1.0884752513018583,0.5923692945812117,-0.5923692945812117
standard,0.0,-0.19999999999999996,-0.6000000000000001,0.0,1.0208954255579394,-0.5206264385921631,0.5206264385921631
standard,0.0,-0.19999999999999996,-0.3999999999999999,0.0,0.871888713222258,0.36489092450999844,-0.36489092450999844
standard,0.0,-0.19999999999999996,-0.19999999999999996,0.0,0.4959943034649024,-0.009802476724943832,0.009802476724943832
standard,0.0,-0.19999999999999996,0.0,0.0,0.4799671860150633,-0.04867263779848831,0.04867263779848831
standard,0.0,-0.19999999999999996,0.19999999999999996,0.0,0.4959943034623882,0.009802476722948816,-0.009802476722948816
standard,0.0,-0.19999999999999996,0.3999999999999999,0.0,0.7163070854490541,0.18703781711719736,-0.18703781711719736
standard,0.0,-0.19999999999999996,0.6000000000000001,0.0,0.8321748138694716,-0.29299430091587464,0.29299430091587464
standard,0.0,-0.19999999999999996,0.8000000000000003,0.0,0.9834478242019273,0.4615815092788181,-0.4615815092788181
standard,0.0,-0.19999999999999996,1.0,0.0,1.1188757228408595,-0.6228226897834462,0.6228226897834462
standard,0.0,-0.19999999999999996,1.2000000000000002,0.0,1.18369037196284,0.7003699743770996,-0.7003699743770996
standard,0.0,-0.19999999999999996,1.4,0.0,1.1548974275582662,-0.6576928818690115,0.6576928818690115
standard,0.0,-0.19999999999999996,1.6,0.0,0.7287781908546075,-0.08291833946250937,0.08291833946250937
standard,0.0,0.0,-1.6,0.0,0.9416974155788695,-0.3675163127981103,0.3675163127981103
standard,0.0,0.0,-1.4000000000000001,0.0,1.0799314302597887,-0.5589814441303351,0.5589814441303351
standard,0.0,0.0,-1.2000000000000002,0.0,1.160101808615967,0.6699560513577874,-0.6699560513577874
standard,0.0,0.0,-1.0,0.0,1.1372039618389849,-0.6465628521328038,0.6465628521328038
standard,0.0,0.0,-0.8,0.0,1.081062901104559,0.5839740904587575,-0.5839740904587575
standard,0.0,0.0,-0.6000000000000001,0.0,1.0123458748819076,-0.5124205112423885,0.5124205112423885
standard,0.0,0.0,-0.3999999999999999,0.0,0.8509571506486551,0.3488024629022205,-0.3488024629022205
standard,0.0,0.0,-0.19999999999999996,0.0,0.47996718601303345,0.04867263779663682,-0.04867263779663682
standard,0.0,0.0,0.0,1.0,0.0,0.0,0.0
standard,0.0,0.0,0.19999999999999996,0.0,0.4799671860135082,0.0486726377975375,-0.0486726377975375
standard,0.0,0.0,0.3999999999999999,0.0,0.8509571506484488,0.3488024629021554,-0.3488024629021554
standard,0.0,0.0,0.6000000000000001,0.0,1.0123458748814076,-0.5124205112418858,0.5124205112418858
standard,0.0,0.0,0.8000000000000003,0.0,1.0810629011042932,0.5839740904585304,-0.5839740904585304
standard,0.0,0.0,1.0,0.0,1.1372039618386371,-0.6465628521323863,0.6465628521323863
standard,0.0,0.0,1.2000000000000002,0.0,1.1601018086155248,0.669956051357196,-0.669956051357196
standard,0.0,0.0,1.4,0.0,1.0799314302602507,-0.5589814441309371,0.5589814441309371
standard,0.0,0.0,1.6,0.0,0.9416974155700768,-0.36751631278621,0.36751631278621
standard,0.0,0.19999999999999996,-1.6,0.0,0.7287781908359955,-0.08291833943762947,0.08291833943762947
standard,0.0,0.19999999999999996,-1.4000000000000001,0.0,1.1548974275615578,-0.6576928818732601,0.6576928818732601
standard,0.0,0.19999999999999996,-1.2000000000000002,0.0,1.183690371963596,0.7003699743779996,-0.7003699743779996
standard,0.0,0.19999999999999996,-1.0,0.0,1.118875722840437,-0.6228226897829136,0.6228226897829136
standard,0.0,0.19999999999999996,-0.8,0.0,0.9834478242030618,0.4615815092804302,-0.4615815092804302
standard,0.0,0.19999999999999996,-0.6000000000000001,0.0,0.832174813868265,-0.29299430091440865,0.29299430091440865
standard,0.0,0.19999999999999996,-0.3999999999999999,0.0,0.7163070854510032,0.1870378171192706,-0.1870378171192706
standard,0.0,0.19999999999999996,-0.19999999999999996,0.0,0.4959943034651799,0.009802476725472187,-0.009802476725472187
standard,0.0,0.19999999999999996,0.0,0.0,0.4799671860154715,-0.048672637799082985,0.048672637799082985
standard,0.0,0.19999999999999996,0.19999999999999996,0.0,0.49599430346805523,-0.009802476727964582,0.009802476727964582
standard,0.0,0.19999999999999996,0.3999999999999999,0.0,0.8718887132253257,0.36489092451328947,-0.36489092451328947
standard,0.0,0.19999999999999996,0.6000000000000001,0.0,1.020895425556335,-0.5206264385904322,0.5206264385904322
standard,0.0,0.19999999999999996,0.8000000000000003,0.0,1.0884752513034748,0.5923692945830001,-0.5923692945830001
standard,0.0,0.19999999999999996,1.0,0.0,1.135036982357048,-0.6434168953764063,0.6434168953764063
standard,0.0,0.19999999999999996,1.2000000000000002,0.0,1.143826929947921,0.6486226894917536,-0.6486226894917536
standard,0.0,0.19999999999999996,1.4,0.0,1.025680716727483,-0.4872883982732796,0.4872883982732796
standard,0.0,0.19999999999999996,1.6,0.0,1.030844045191017,-0.48661762064767544,0.48661762064767544
standard,0.0,0.3999999999999999,-1.6,0.0,0.929593185360688,0.35080346398256146,-0.35080346398256146
standard,0.0,0.3999999999999999,-1.4000000000000001,0.0,1.2130169450247887,-0.7340548310829978,0.7340548310829978
standard,0.0,0.3999999999999999,-1.2000000000000002,0.0,1.1712990300368518,0.6836528482765556,-0.6836528482765556
standard,0.0,0.3999999999999999,-1.0,0.0,0.8725669014128279,-0.3073093678365745,0.3073093678365745
standard,0.0,0.3999999999999999,-0.8,0.0,0.8864406674576704,-0.3372367666549735,0.3372367666549735
standard,0.0,0.3999999999999999,-0.6000000000000001,0.0,1.036481862424698,0.5345870533822538,-0.5345870533822538
standard,0.0,0.3999999999999999,-0.3999999999999999,0.0,0.9048983408793728,-0.38852367771438745,0.38852367771438745
standard,0.0,0.3999999999999999,-0.19999999999999996,0.0,0.871888713223914,-0.36489092451176075,0.36489092451176075
standard,0.0,0.3999999999999999,0.0,0.0,0.8509571506496192,-0.34880246290330646,0.34880246290330646
standard,0.0,0.3999999999999999,0.19999999999999996,0.0,0.7163070854509352,-0.1870378171194883,0.1870378171194883
standard,0.0,0.3999999999999999,0.3999999999999999,0.0,0.9048983408839392,0.38852367771970303,-0.38852367771970303
standard,0.0,0.3999999999999999,0.6000000000000001,0.0,1.0055632645224768,-0.4966239815291591,0.4966239815291591
standard,0.0,0.3999999999999999,0.8000000000000003,0.0,1.090569965837621,0.5927245677969599,-0.5927245677969599
standard,0.0,0.3999999999999999,1.0,0.0,1.148142212101003,-0.6590601817982945,0.6590601817982945
standard,0.0,0.3999999999999999,1.2000000000000002,0.0,1.156940801725408,0.6650226640424681,-0.6650226640424681
standard,0.0,0.3999999999999999,1.4,0.0,1.0301794319328454,-0.492639243005525,0.492639243005525
standard,0.0,0.3999999999999999,1.6,0.0,1.053638714318753,-0.5167888571640806,0.5167888571640806
standard,0.0,0.6000000000000001,-1.6,0.0,1.1575508293021906,0.6556207086361624,-0.6556207086361624
standard,0.0,0.6000000000000001,-1.4000000000000001,0.0,1.2342198740636197,-0.7615514610195014,0.7615514610195014
standard,0.0,0.6000000000000001,-1.2000000000000002,0.0,0.9380524289530762,0.37853311394512257,-0.37853311394512257
standard,0.0,0.6000000000000001,-1.0,0.0,1.0706462024372612,0.5578106026105112,-0.5578106026105112
standard,0.0,0.6000000000000001,-0.8,0.0,1.1030839082838275,-0.6052432643626424,0.6052432643626424
standard,0.0,0.6000000000000001,-0.6000000000000001,0.0,0.8085279479033434,-0.24507794539569105,0.24507794539569105
standard,0.0,0.6000000000000001,-0.3999999999999999,0.0,1.0055632645215,0.496623981527917,-0.496623981527917
standard,0.0,0.6000000000000001,-0.19999999999999996,0.0,1.0208954255575649,0.5206264385917715,-0.5206264385917715
standard,0.0,0.6000000000000001,0.0,0.0,1.0123458748821186,0.512420511242599,-0.512420511242599
standard,0.0,0.6000000000000001,0.19999999999999996,0.0,0.8321748138749949,0.2929943009228083,-0.2929943009228083
standard,0.0,0.6000000000000001,0.3999999999999999,0.0,1.0364818624269767,-0.5345870533848905,0.5345870533848905
standard,0.0,0.6000000000000001,0.6000000000000001,0.0,0.8085279478962075,0.24507794538705407,-0.24507794538705407
standard,0.0,0.6000000000000001,0.8000000000000003,0.0,0.9122707415945492,0.3640408888178236,-0.3640408888178236
standard,0.0,0.6000000000000001,1.0,0.0,1.1431862034934839,-0.6509377828198085,0.6509377828198085
standard,0.0,0.6000000000000001,1.2000000000000002,0.0,1.1898039253767645,0.7068423770118655,-0.7068423770118655
standard,0.0,0.6000000000000001,1.4,0.0,1.0960727255172102,-0.5787890496457243,0.5787890496457243
standard,0.0,0.6000000000000001,1.6,0.0,1.0217943098466298,-0.4735121944320507,0.4735121944320507
standard,0.0,0.8000000000000003,-1.6,0.0,1.2550000466826452,0.7859270755073228,-0.7859270755073228
standard,0.0,0.8000000000000003,-1.4000000000000001,0.0,1.1650280613297095,-0.6689038770915242,0.6689038770915242
standard,0.0,0.8000000000000003,-1.2000000000000002,0.0,1.1024150237713664,-0.5909759770518737,0.5909759770518737
standard,0.0,0.8000000000000003,-1.0,0.0,1.1426504566307178,0.6478667790136327,-0.6478667790136327
standard,0.0,0.8000000000000003,-0.8,0.0,1.0410117544038857,0.5218625635708485,-0.5218625635708485
standard,0.0,0.8000000000000003,-0.6000000000000001,0.0,0.912270741586748,-0.3640408888077984,0.3640408888077984
standard,0.0,0.8000000000000003,-0.3999999999999999,0.0,1.090569965837599,-0.5927245677971928,0.5927245677971928
standard,0.0,0.8000000000000003,-0.19999999999999996,0.0,1.0884752513027824,-0.5923692945822231,0.5923692945822231
standard,0.0,0.8000000000000003,0.0,0.0,1.0810629011033646,-0.5839740904575407,0.5839740904575407
standard,0.0,0.8000000000000003,0.19999999999999996,0.0,0.9834478242058199,-0.46158150928396513,0.46158150928396513
standard,0.0,0.8000000000000003,0.3999999999999999,0.0,0.8864406674719539,0.33723676667251923,-0.33723676667251923
standard,0.0,0.8000000000000003,0.6000000000000001,0.0,1.103083908281958,0.6052432643600876,-0.6052432643600876
standard,0.0,0.8000000000000003,0.8000000000000003,0.0,1.041011754410846,-0.5218625635797253,0.5218625635797253
standard,0.0,0.8000000000000003,1.0,0.0,0.9404113712035224,-0.38624613979509737,0.38624613979509737
