game,noise_pair,noise_ratio,seed,step,method,reward_p1,reward_p2,lambda_step,distance_to_nash,avg_grad_norm_p1,avg_grad_norm_p2,avg_noise_norm_p1,avg_noise_norm_p2
rock_paper_scissors,"1,1",1.0,0,2,standard,-0.019958456013582065,0.019958456013582065,0.18589446419403266,0.25614335409886707,0.03899324543381761,0.05676803861400848,1.2600267206702658,1.3544227476806896
rock_paper_scissors,"1,1",1.0,0,3,standard,-0.09281199965635031,0.09281199965635031,0.16817928305074292,0.5050350263899208,0.03723615135182645,0.06938781504655914,1.6546501008084396,1.6195722064399685
rock_paper_scissors,"1,1",1.0,0,4,standard,-0.005323442163922748,0.005323442163922748,0.1539600717839002,0.11465508736043291,0.056770252376986984,0.08816864719859378,1.9046237142684284,1.8482845973633868
rock_paper_scissors,"1,1",1.0,0,5,standard,-0.01293677528260355,0.01293677528260355,0.14226235280311383,0.20923797495702934,0.05211909667594592,0.07947686682661254,1.7651977033801067,1.6450996001291098
rock_paper_scissors,"1,1",1.0,0,6,standard,-0.0014086783735726416,0.0014086783735726416,0.13244802086093616,0.08582767163929293,0.04918052666576931,0.08144177121983386,1.8532739492960386,1.6920436923186146
rock_paper_scissors,"1,1",1.0,0,7,standard,0.012347781609350086,-0.012347781609350086,0.12408064788027995,0.18245964007829468,0.04740571378271747,0.07310832926658557,1.8318474107503224,1.5724047216289414
rock_paper_scissors,"1,1",1.0,0,0,ew,-0.0018913056876332518,0.0018913056876332518,0.2392558049953953,0.12225251379205801,0.012537197355767962,0.010721977602293353,0.6199471609029027,1.1628948337350162
rock_paper_scissors,"1,1",1.0,0,1,ew,-0.006485218729122708,0.006485218729122708,0.20867794400977166,0.17172831491778304,0.020240214674444236,0.02679340973258176,0.6032765829292538,1.3837872909950262
rock_paper_scissors,"1,1",1.0,0,2,ew,0.015471405317232262,-0.015471405317232262,0.18589446419403266,0.19419383785415645,0.03509981224889449,0.02993509356173582,0.9473389675944345,1.144513016061282
rock_paper_scissors,"1,1",1.0,0,3,ew,0.07581088283056397,-0.07581088283056397,0.16817928305074292,0.42155038495917485,0.04066594701398996,0.03734177906219264,1.2726047974575114,1.2751173141912913
rock_paper_scissors,"1,1",1.0,0,4,ew,0.1325441417395427,-0.1325441417395427,0.1539600717839002,0.5764357779381251,0.05864556680014159,0.05655681366217145,1.2734151953886923,1.4537153690366502
rock_paper_scissors,"1,1",1.0,0,5,ew,0.10644948970862432,-0.10644948970862432,0.14226235280311383,0.7044777891047082,0.08001502295548209,0.0779046447416385,1.5410306100542,1.5917510133868655
