game,noise_pair,noise_ratio,seed,method,final_reward_p1,final_reward_p2,mean_reward_p1,mean_reward_p2,final_distance_to_nash,avg_noise_norm_p1,avg_noise_norm_p2,weight_p1,weight_p2
matching_pennies,"1,1",1.0,0,standard,-0.0931522733923405,0.0931522733923405,0.04373856989222373,-0.04373856989222373,0.5911471351463453,1.5838258415493076,1.2879225566878534,1.0,1.0
matching_pennies,"1,1",1.0,0,ew,-0.21488602216873592,0.21488602216873592,-0.0256453503221792,0.0256453503221792,0.6556304477903041,1.2129463527439537,1.1500481049839923,1.0,1.0
matching_pennies,"1,1",1.0,0,lola,0.1029994601371079,-0.1029994601371079,0.06870540097065873,-0.06870540097065873,0.5655925422137191,0.9263887334312422,1.3760396797049101,1.0,1.0
matching_pennies,"1,1",1.0,0,ew_lola,0.14679725653152526,-0.14679725653152526,0.05329633575230262,-0.05329633575230262,0.5424067800844571,0.7369185450108108,1.0192499994129665,1.0,1.0
rock_paper_scissors,"1,1",1.0,0,standard,0.012347781609350086,-0.012347781609350086,-0.010306415874700891,0.010306415874700891,0.18245964007829468,1.8318474107503224,1.5724047216289414,1.0,1.0
rock_paper_scissors,"1,1",1.0,0,ew,0.07031122454885258,-0.07031122454885258,0.06587441196760398,-0.06587441196760398,0.6473450302086345,1.4774895159984203,1.55146934428135,1.0,1.0
rock_paper_scissors,"1,1",1.0,0,lola,0.2784860734696226,-0.2784860734696226,0.0716394520837201,-0.0716394520837201,0.8316347924305822,1.7514576691642123,1.4554012863038213,1.0,1.0
rock_paper_scissors,"1,1",1.0,0,ew_lola,0.0005227345359417324,-0.0005227345359417324,0.04028311876110626,-0.04028311876110626,0.3777598173895041,0.9546330392284736,1.5452956453465125,1.0,1.0
